UBERON:0000000	processual entity
UBERON:0017261	intertarsal sesamoid
UBERON:0017635	paired venous dural sinus
UBERON:0017649	dorsal body wall
UBERON:0017650	developing mesenchymal structure
UBERON:0017651	salivary gland primordium
UBERON:0017672	abdominal viscera
UBERON:0017750	proximal mesopodial endochondral element
UBERON:0017751	proximal mesopodial cartilage element
UBERON:0018111	muscle layer of rectum
UBERON:0018112	rectum smooth muscle tissue
UBERON:0018113	left kidney interstitium
UBERON:0018114	right kidney interstitium
UBERON:0018115	left renal pelvis
UBERON:0018116	right renal pelvis
UBERON:0018117	left renal cortex interstitium
UBERON:0018118	right renal cortex interstitium
UBERON:0018119	left renal medulla interstitium
UBERON:0018120	right renal medulla interstitium
UBERON:0018135	fibrocollagenous connective tissue
UBERON:0018142	caudal vertebra endochondral element
UBERON:0018143	transverse process of cervical vertebra
UBERON:0018144	cervical rib
UBERON:0018150	skin of lower lip
UBERON:0018154	ligament of middle ear
UBERON:0018226	pulmonary part of lymphatic system
UBERON:0018227	pulmonary lymphatic vessel
UBERON:0018232	axillary sweat gland
UBERON:0018234	stroma of pancreas
UBERON:0018235	capsule of pancreas
UBERON:0018239	rhombomere boundary
UBERON:0018243	thymic artery
UBERON:0018246	thyroid vein
UBERON:0018247	cervical thymic artery
UBERON:0018251	meningeal vein
UBERON:0018254	skeletal musculature
UBERON:0018255	jejunal artery
UBERON:0018256	lacrimal vein
UBERON:0018257	submucosa of digestive tract
UBERON:0018260	layer of muscle tissue
UBERON:0018261	muscular coat of digestive tract
UBERON:0018303	adrenal tissue
UBERON:0018321	foramen for glossopharyngeal nerve
UBERON:0018413	facial nerve canal
UBERON:0018543	lumen of intestine
UBERON:0018544	trigeminal nerve muscle
UBERON:0018649	cardiac muscle tissue of ventricle
UBERON:0018664	neck of bone element
UBERON:0018667	neck of scapula
UBERON:0018674	heart vasculature
UBERON:0018679	thoracic splanchnic nerve
UBERON:0018692	dorsal side of post-anal tail
UBERON:0018707	bladder organ
UBERON:0019042	reproductive system mucosa
UBERON:0019143	intramuscular adipose tissue
UBERON:0019189	carotid artery endothelium
UBERON:0019190	mucous gland of lung
UBERON:0019196	iliac artery endothelium
UBERON:0019204	skin epithelium
UBERON:0019206	tongue papilla epithelium
UBERON:0019207	chorioretinal region
UBERON:0019258	white matter of hindbrain
UBERON:0019261	white matter of forebrain
UBERON:0019262	white matter of myelencephalon
UBERON:0019263	gray matter of hindbrain
UBERON:0019264	gray matter of forebrain
UBERON:0019267	gray matter of midbrain
UBERON:0019269	gray matter of diencephalon
UBERON:0019291	white matter of metencephalon
UBERON:0019292	white matter of pons
UBERON:0019293	white matter of pontine tegmentum
UBERON:0019304	sensory organ epithelium
UBERON:0019306	nose epithelium
UBERON:0019307	epithelium of external nose
UBERON:0019310	glossopharyngeal nerve root
UBERON:0019311	root of olfactory nerve
UBERON:0019319	exocrine gland of integumental system
UBERON:0020358	accessory XI nerve nucleus
UBERON:0020550	auricular blood vessel
UBERON:0022248	cerebral nerve fasciculus
UBERON:0022279	strand of hair on external ear
UBERON:0022280	epithelium of crypt of Lieberkuhn of small intestine
UBERON:0022281	epithelium of crypt of Lieberkuhn of large intestine
UBERON:0022284	lacrimal gland bud
UBERON:0022288	surface of eyeball
UBERON:0022292	splenic arteriole
UBERON:0022293	reproductive gland secretion
UBERON:0022303	nervous system cell part layer
UBERON:0022350	visceral serous membrane
UBERON:0022351	parietal serous membrane
UBERON:0022355	basal layer of endometrium
UBERON:0022356	outer layer of endometrium
UBERON:0022357	mesentery of ileum
UBERON:0022358	placenta blood vessel
UBERON:0022360	male mammary gland duct
UBERON:0022361	lung field
UBERON:0024045	white matter of the cerebellar cortex
UBERON:0025261	thalamic fiber tract
UBERON:0034705	developing neuroepithelium
UBERON:0034706	proliferating neuroepithelium
UBERON:0034707	differentiating neuroepithelium
UBERON:0034708	cerebellum marginal layer
UBERON:0034709	hindbrain marginal layer
UBERON:0034710	spinal cord ventricular layer
UBERON:0034711	cortical preplate
UBERON:0034713	cranial neuron projection bundle
UBERON:0034714	epiphyseal tract
UBERON:0034715	pineal tract
UBERON:0034717	integumental taste bud
UBERON:0034719	lip taste bud
UBERON:0034720	head taste bud
UBERON:0034721	pharyngeal taste bud
UBERON:0034724	esophageal taste bud
UBERON:0034726	trunk taste bud
UBERON:0034728	autonomic nerve
UBERON:0034729	sympathetic nerve
UBERON:0034730	olfactory tract linking bulb to ipsilateral dorsal telencephalon
UBERON:0034768	morphological feature
UBERON:0034769	lymphomyeloid tissue
UBERON:0034873	bodily gas
UBERON:0034874	air in respiratory system
UBERON:0034875	future pituitary gland
UBERON:0034876	future neurohypophysis
UBERON:0034878	prechordal mesoderm
UBERON:0034901	cervical sympathetic nerve trunk
UBERON:0034903	left atrium endocardium
UBERON:0034905	gland lumen
UBERON:0034907	pineal parenchyma
UBERON:0034908	scapular muscle
UBERON:0034921	multi organ part structure
UBERON:0034922	cell cluster
UBERON:0034923	disconnected anatomical group
UBERON:0034925	anatomical collection
UBERON:0034926	anatomical row
UBERON:0034928	dorsal surface of penis
UBERON:0034929	external soft tissue zone
UBERON:0034932	epithelium of biliary system
UBERON:0034933	layer of smooth muscle tissue
UBERON:0034940	venous sinus cavity
UBERON:0034944	zone of organ
UBERON:0034947	gas in respiratory system
UBERON:0034953	embryonic lymph sac
UBERON:0034969	epithelial layer of duct
UBERON:0034978	paraganglion (generic)
UBERON:0034994	hindbrain cortical intermediate zone
UBERON:0034995	jaw mesenchyme
UBERON:0034996	outer renal medulla loop of Henle
UBERON:0034997	renal medulla loop of Henle
UBERON:0035004	preputial swelling
UBERON:0035005	preputial swelling of male
UBERON:0035006	preputial swelling of female
UBERON:0035020	left vagus X nerve trunk
UBERON:0035021	right vagus X nerve trunk
UBERON:0035034	eyelid epithelium
UBERON:0035036	naris epithelium
UBERON:0035037	jaw epithelium
UBERON:0035039	rectal artery
UBERON:0035049	excretory duct of salivary gland
UBERON:0035050	excretory duct
UBERON:0035053	interlobular duct of salivary gland
UBERON:0035073	duct of eccrine sweat gland
UBERON:0035074	duct of apocrine sweat gland
UBERON:0035075	thymus subunit
UBERON:0035083	transverse process-bearing vertebra
UBERON:0035091	extrinsic post-anal tail muscle
UBERON:0035102	transverse process of caudal vertebra
UBERON:0035118	material entity in digestive tract
UBERON:0035128	manus cartilage element
UBERON:0035129	pes cartilage element
UBERON:0035130	auditory ossicle endochondral element
UBERON:0035131	auditory ossicle cartilage element
UBERON:0035132	auditory ossicle pre-cartilage element
UBERON:0035159	entire surface of organism
UBERON:0035165	posterior surface of prostate
UBERON:0035174	right ear
UBERON:0035198	superficial lymphatic vessel
UBERON:0035237	branch of internal carotid artery
UBERON:0035267	neck of gallbladder
UBERON:0035295	left ear
UBERON:0035316	prostatic capsule
UBERON:0035322	right common iliac artery
UBERON:0035383	lateral wall of nasopharynx
UBERON:0035398	branch of external carotid artery
UBERON:0035401	posterior wall of nasopharynx
UBERON:0035403	hypophysial artery
UBERON:0035431	mediastinal pleura
UBERON:0035435	right suprarenal vein
UBERON:0035471	posterior surface of kidney
UBERON:0035480	surface of prostate
UBERON:0035483	left suprarenal vein
UBERON:0035523	anterior surface of prostate
UBERON:0035529	left common iliac artery
UBERON:0035539	esophageal artery
UBERON:0035545	deep lymphatic vessel
UBERON:0035546	uveal vein
UBERON:0035548	colic artery
UBERON:0035549	vasculature of integument
UBERON:0035550	superficial vein
UBERON:0035551	deep vasculature
UBERON:0035552	deep vein
UBERON:0035553	left cardiac chamber
UBERON:0035554	right cardiac chamber
UBERON:0035555	lateral line sense organ
UBERON:0035597	profundal placode
UBERON:0035606	cartilage of external acoustic meatus
UBERON:0035608	dura mater lymph vessel
UBERON:0035610	hair canal
UBERON:0035639	ocular adnexa
UBERON:0035642	laryngeal nerve
UBERON:0035648	nerve innervating pinna
UBERON:0035649	nerve of penis
UBERON:0035650	nerve of clitoris
UBERON:0035651	glans
UBERON:0035763	cavity of cardiac chamber
UBERON:0035764	pulmonary lymph node
UBERON:0035767	intrapulmonary bronchus
UBERON:0035804	future mouth
UBERON:0035805	muscle layer of sigmoid colon
UBERON:0035809	serous cavity
UBERON:0035814	pericardial fat
UBERON:0035815	paracardial fat
UBERON:0035818	visceral fat
UBERON:0035819	abdominopelvic cavity
UBERON:0035820	peritoneal sac
UBERON:0035825	left adrenal gland cortex
UBERON:0035826	left adrenal gland medulla
UBERON:0035827	right adrenal gland cortex
UBERON:0035828	right adrenal gland medulla
UBERON:0035956	epididymal lumen
UBERON:0035965	wall of blood vessel
UBERON:0036072	respiratory primordium epithelium
UBERON:0036073	respiratory primordium mesenchyme
UBERON:0036146	cardiopharyngeal field
UBERON:0036150	skin appendage follicle
UBERON:0036214	rectosigmoid junction
UBERON:0036215	anatomical surface region
UBERON:0036217	coelomic fluid
UBERON:0036225	respiratory system gland
UBERON:0036242	post-embryonic notochord
UBERON:0036243	vaginal fluid
UBERON:0036244	secretion of serous membrane
UBERON:0036245	parenchyma of mammary gland
UBERON:0036248	joint of auditory ossicle
UBERON:0036253	orifice of skull
UBERON:0036262	uterine ligament
UBERON:0036264	zygomaticotemporal nerve
UBERON:0036267	vulval vein
UBERON:0036268	pelvic vein
UBERON:0036269	penis blood vessel
UBERON:0036285	wall of left ventricle
UBERON:0036286	wall of right ventricle
UBERON:0036288	anterior wall of left ventricle
UBERON:0036289	anterior wall of right ventricle
UBERON:0036290	myocardium of anterior wall of left ventricle
UBERON:0036291	myocardium of anterior wall of right ventricle
UBERON:0036294	mucosa of lip
UBERON:0036295	renal pelvis/ureter
UBERON:0036301	vasculature of spleen
UBERON:0036302	vasculature of central nervous system plus retina
UBERON:0036303	vasculature of central nervous system
UBERON:0036304	anatomical border
UBERON:0036328	wall of coronary artery
UBERON:0036337	wall of appendix
UBERON:0036343	wall of gallbladder
UBERON:0036351	wall of brachiocephalic artery
UBERON:0036352	wall of subclavian artery
UBERON:0036362	wall of anal canal
UBERON:0036375	wall of right ureter
UBERON:0036376	wall of left ureter
UBERON:0036422	wall of pulmonary artery
UBERON:0036441	wall of uterine tube
UBERON:0036521	wall of urethra
UBERON:0036523	wall of vagina
UBERON:0036553	wall of synovial tendon sheath
UBERON:0036654	wall of lateral ventricle
UBERON:0036657	wall of fourth ventricle
UBERON:0036661	wall of ventricular system of brain
UBERON:0036925	wall of eyeball
UBERON:0037094	wall of common carotid artery
UBERON:0037144	wall of heart
UBERON:0037191	wall of membranous labyrinth
UBERON:0037237	wall of lacrimal duct
UBERON:0037447	wall of male urethra
UBERON:0037455	wall of female urethra
UBERON:0037458	hair of neck
UBERON:0037459	hair of limb
UBERON:1000004	collection of hair on external ear
UBERON:1000021	skin of face
UBERON:1000023	spleen pulp
UBERON:1000024	parenchyma of spleen
UBERON:1100000	digestive tract junction
UBERON:2000120	lateral line ganglion
UBERON:2000175	posterior lateral line nerve
UBERON:2000228	lateral line primordium
UBERON:2000425	anterior lateral line nerve
UBERON:2001053	future internal carotid artery
UBERON:2001073	axial vasculature
UBERON:2001156	posterior lateral line placode
UBERON:2001314	posterior lateral line ganglion
UBERON:2001316	anterior lateral line placode
UBERON:2001391	anterior lateral line ganglion
UBERON:2001431	primitive olfactory epithelium
UBERON:2001457	postcranial axial cartilage
UBERON:2001468	anterior lateral line system
UBERON:2001470	anterior lateral line
UBERON:2001471	posterior lateral line system
UBERON:2005117	anterior lateral line primordium
UBERON:2005227	protoneuromast
UBERON:2005260	fenestrated capillary
UBERON:2007013	preplacodal ectoderm
UBERON:3000961	external integument structure
UBERON:3000972	head external integument structure
UBERON:3000977	body external integument structure
UBERON:3000981	limb external integument structure
UBERON:3000982	tail external integument structure
UBERON:3010200	vasculature of respiratory integument
UBERON:3010706	lateral line nucleus
UBERON:4000013	mineralized skeletal tissue
UBERON:4100000	skeletal element projection
UBERON:4200172	neck of humerus
UBERON:4200230	surface of bone
UBERON:4300226	forelimb bud mesenchyme
UBERON:4300227	hindlimb bud mesenchyme
UBERON:5001466	pedal digit plus metapodial segment
UBERON:5002389	manual digit plus metapodial segment
UBERON:5002544	digit plus metapodial segment
UBERON:5101466	pedal digit digitopodial skeleton
UBERON:5102389	manual digit digitopodial skeleton
UBERON:5102544	individual digit of digitopodial skeleton
UBERON:8000006	left side of back
UBERON:8000007	right side of back
UBERON:8300000	skin of scalp
UBERON:8300001	right forelimb
UBERON:8300002	left forelimb
UBERON:8300003	right hindlimb
UBERON:8300004	left hindlimb
UBERON:8400005	metabolic zone of liver
UBERON:8400006	liver lobule periportal region
UBERON:8400007	liver lobule centrilobular region
UBERON:8400008	liver lobule midzonal region
UBERON:8400021	liver serosa
UBERON:8400023	liver subserosa
UBERON:8400024	subcapsular region of liver
UBERON:8410000	duodeno-jejunal junction
UBERON:8410016	descending sigmoid junction
UBERON:8410017	left colic vein
UBERON:8410018	right colic vein
UBERON:8410019	jejuno-ileal junction
UBERON:8410024	intestinal junction
UBERON:8410033	lymph node vein
UBERON:8410034	lymph node artery
